Incident Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Mitigation
2015-11-20,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,Medicinal Bath Treatment
2015-11-23,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,In-Feed Treatment
2015-11-26,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,In-Feed Treatment
2015-12-07,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2015-12-22,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,In-Feed Treatment
2015-12-24,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,In-Feed Treatment
2016-01-23,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,In-Feed Treatment
2016-02-14,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2016-02-16,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,In-Feed Treatment
2016-02-17,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,In-Feed Treatment
2016-02-17,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,In-Feed Treatment
2016-02-18,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,In-Feed Treatment
2016-02-19,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,In-Feed Treatment
2016-02-21,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,In-Feed Treatment
2016-02-25,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Medicinal Bath Treatment
2016-02-28,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,In-Feed Treatment
2016-02-28,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,In-Feed Treatment
2016-02-28,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Medicinal Bath Treatment
2016-02-29,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,In-Feed Treatment
2016-03-01,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,In-Feed Treatment
2016-03-13,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Harvest
2016-03-21,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Medicinal Bath Treatment
2016-03-21,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Harvest
2016-03-26,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2016-03-26,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2016-03-27,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,In-Feed Treatment
2016-04-03,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Harvest
2016-04-08,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,In-Feed Treatment
2016-04-09,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Harvest
2016-04-23,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,In-Feed Treatment
2016-04-25,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2016-04-27,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2016-05-01,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,In-Feed Treatment
2016-05-10,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Medicinal Bath Treatment
2016-05-12,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Harvest
2016-05-14,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,In-Feed Treatment
2016-05-19,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,In-Feed Treatment
2016-05-22,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,In-Feed Treatment
2016-06-13,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Medicinal Bath Treatment
2016-06-14,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,In-Feed Treatment
2016-06-14,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,In-Feed Treatment
2016-06-22,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,In-Feed Treatment
2016-06-25,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Harvest
2016-06-28,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,In-Feed Treatment
2016-07-16,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2016-07-21,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,In-Feed Treatment
2016-08-05,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Medicinal Bath Treatment
2016-08-28,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Harvest
2016-09-01,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Medicinal Bath Treatment
2016-09-13,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,In-Feed Treatment
2016-09-14,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,In-Feed Treatment
2016-09-19,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,Non-Medicinal Bath Treatment
2016-09-27,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Medicinal Bath Treatment
2016-10-23,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Medicinal Bath Treatment
2016-10-30,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Harvest
2016-10-30,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2016-11-10,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Harvest
2016-11-17,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Harvest
2016-11-20,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2016-11-20,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,In-Feed Treatment
2016-11-21,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,In-Feed Treatment
2016-11-21,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,In-Feed Treatment
2016-12-05,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,In-Feed Treatment
2016-12-06,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2016-12-24,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,In-Feed Treatment
2017-01-03,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Harvest
2017-01-03,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2017-01-14,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Harvest
2017-01-16,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,In-Feed Treatment
2017-01-16,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,In-Feed Treatment
2017-01-17,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,In-Feed Treatment
2017-01-19,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2017-01-19,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2017-01-25,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2017-01-25,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2017-01-31,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,In-Feed Treatment
2017-01-31,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,In-Feed Treatment
2017-02-01,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,In-Feed Treatment
2017-02-01,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,In-Feed Treatment
2017-02-01,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,In-Feed Treatment
2017-02-03,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,In-Feed Treatment
2017-02-05,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,In-Feed Treatment
2017-02-11,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,In-Feed Treatment
2017-02-12,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,In-Feed Treatment
2017-02-12,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,In-Feed Treatment
2017-02-14,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Harvest
2017-02-21,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2017-02-25,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,In-Feed Treatment
2017-03-02,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2017-03-02,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,In-Feed Treatment
2017-03-02,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Harvest
2017-03-07,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2017-03-09,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Harvest
2017-04-01,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2017-04-01,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2017-04-07,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,In-Feed Treatment
2017-04-11,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2017-04-25,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,Medicinal Bath Treatment
2017-05-01,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,In-Feed Treatment
2017-05-07,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Medicinal Bath Treatment
2017-05-13,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,In-Feed Treatment
2017-05-19,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,In-Feed Treatment
2017-05-20,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Medicinal Bath Treatment
2017-06-01,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,In-Feed Treatment
2017-06-01,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,In-Feed Treatment
2017-06-01,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,In-Feed Treatment
2017-06-09,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,In-Feed Treatment
2017-06-16,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,In-Feed Treatment
2017-07-08,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2017-07-09,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,Central Coast,Medicinal Bath Treatment
2017-07-25,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Medicinal Bath Treatment
2017-08-12,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Medicinal Bath Treatment
2017-08-31,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Harvest
2017-09-01,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Harvest
2017-09-04,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,In-Feed Treatment
2017-09-20,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Harvest
2017-09-20,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Medicinal Bath Treatment
2017-09-24,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,In-Feed Treatment
2017-09-28,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2017-09-29,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,In-Feed Treatment
2017-10-01,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,In-Feed Treatment
2017-10-07,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,In-Feed Treatment
2017-10-09,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Harvest
2017-10-10,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,In-Feed Treatment
2017-10-11,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2017-10-20,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Medicinal Bath Treatment
2017-10-25,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2017-10-30,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2017-10-31,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2017-11-01,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Medicinal Bath Treatment
2017-11-01,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,In-Feed Treatment
2017-11-04,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2017-11-05,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2017-11-12,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,In-Feed Treatment
2017-11-18,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,In-Feed Treatment
2017-11-18,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,In-Feed Treatment
2017-11-19,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,In-Feed Treatment
2017-12-01,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Medicinal Bath Treatment
2017-12-04,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,In-Feed Treatment
2017-12-14,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Medicinal Bath Treatment
2017-12-19,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,In-Feed Treatment
2018-01-24,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,In-Feed Treatment
2018-01-25,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Harvest
2018-02-01,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,In-Feed Treatment
2018-02-01,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,In-Feed Treatment
2018-02-01,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,In-Feed Treatment
2018-02-10,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Harvest
2018-02-13,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Harvest
2018-02-25,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,In-Feed Treatment
2018-02-25,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,In-Feed Treatment
2018-02-25,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,In-Feed Treatment
2018-02-26,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,In-Feed Treatment
2018-02-26,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2018-02-27,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,In-Feed Treatment
2018-03-01,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2018-03-01,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,In-Feed Treatment
2018-03-01,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,In-Feed Treatment
2018-03-03,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2018-03-04,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Harvest
2018-03-11,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Harvest
2018-03-16,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Medicinal Bath Treatment
2018-03-20,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2018-03-20,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Medicinal Bath Treatment
2018-03-23,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Medicinal Bath Treatment
2018-03-25,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Harvest
2018-03-26,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Harvest
2018-03-29,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Medicinal Bath Treatment
2018-04-04,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2018-04-04,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2018-04-14,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Medicinal Bath Treatment
2018-05-08,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Medicinal Bath Treatment
2018-05-28,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Medicinal Bath Treatment
2018-05-31,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2018-06-07,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Medicinal Bath Treatment
2018-06-11,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Medicinal Bath Treatment
2018-06-18,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Medicinal Bath Treatment
2018-06-20,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,In-Feed Treatment
2018-06-25,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Medicinal Bath Treatment
2018-07-02,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Medicinal Bath Treatment
2018-07-03,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,In-Feed Treatment
2018-07-05,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,In-Feed Treatment
2018-07-08,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Medicinal Bath Treatment
2018-07-31,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Mechanical Removal
2018-07-31,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Harvest
2018-08-08,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Harvest
2018-08-15,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,In-Feed Treatment
2018-08-16,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,In-Feed Treatment
2018-08-18,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,In-Feed Treatment
2018-08-18,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,In-Feed Treatment
2018-08-24,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,In-Feed Treatment
2018-08-24,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,In-Feed Treatment
2018-08-24,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,In-Feed Treatment
2018-08-29,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,In-Feed Treatment
2018-09-05,1382,Marine Harvest Canada,Robertson,50.93242,-127.42537,Port Hardy,Medicinal Bath Treatment
2018-09-17,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2018-09-19,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2018-09-23,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,In-Feed Treatment
2018-10-03,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Medicinal Bath Treatment
2018-10-09,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,In-Feed Treatment
2018-10-10,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,In-Feed Treatment
2018-10-12,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2018-10-15,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,In-Feed Treatment
2018-10-15,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Mechanical Removal
2018-10-18,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Medicinal Bath Treatment
2018-10-24,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2018-11-03,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2018-11-07,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2018-11-09,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Medicinal Bath Treatment
2018-11-18,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2018-12-17,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,In-Feed Treatment
2018-12-19,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,In-Feed Treatment
2018-12-29,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Medicinal Bath Treatment
2018-12-29,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Medicinal Bath Treatment
2018-12-31,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,In-Feed Treatment
2019-01-01,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Medicinal Bath Treatment
2019-01-01,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Medicinal Bath Treatment
2019-01-15,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Mechanical Removal
2019-01-17,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2019-01-21,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,In-Feed Treatment
2019-01-21,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,In-Feed Treatment
2019-01-31,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Medicinal Bath Treatment
2019-02-09,1382,MOWI Canada West,Robertson,50.93242,-127.42537,Port Hardy,In-Feed Treatment
2019-02-10,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Medicinal Bath Treatment
2019-02-13,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,In-Feed Treatment
2019-02-13,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Mechanical Removal
2019-02-14,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2019-02-19,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2019-02-24,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Harvest
2019-02-24,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,In-Feed Treatment
2019-02-26,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,In-Feed Treatment
2019-02-26,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Mechanical Removal
2019-03-01,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Non-Medicinal Bath Treatment
2019-03-02,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
2019-03-11,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2019-03-11,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Medicinal Bath Treatment
2019-03-11,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,In-Feed Treatment
2019-03-23,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2019-04-01,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Harvest
2019-04-01,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Harvest
2019-04-04,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,In-Feed Treatment
2019-04-08,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2019-04-08,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,In-Feed Treatment
2019-04-10,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,In-Feed Treatment
2019-04-26,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
2019-04-29,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Harvest
2019-05-03,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
